paper_id,work_id,title,year,mechanism,release_package_score_0_to_4,release_package_tier,mentions_huggingface_link,mentions_github_link,has_code_or_scripts_signal,has_model_checkpoint_or_adapter_signal,has_data_or_evaluation_asset_signal,has_recipe_or_pipeline_signal,has_stated_release_or_partial_signal,has_multiple_asset_or_complete_recipe_signal
tcpaper_d9f9bda858eb,work_92daee7d0cd0,Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_d221528e9efc,work_b40cd55499de,The Impact of Inference Acceleration on Bias of LLM s,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_d8c78cdb5039,work_05abf1fee399,An LLM-Enhanced Adversarial Editing System for Lexical Simplification,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_f8b3437ee5d2,work_3e141b8700af,ERNIE 3.0 Tiny: Frustratingly Simple Method to Improve Task-Agnostic Distillation Generalization,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_a3b904e9e102,work_4b3be13da083,Exploring Response Uncertainty in MLLM s: An Empirical Evaluation under Misleading Scenarios,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_24c16a84c273,work_ead0e3f9f230,Bypass Back-propagation: Optimization-based Structural Pruning for Large Language Models via Policy Gradient,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_6ec8744f65c1,work_a5d47cc8ff1e,APT : Improving Specialist LLM Performance with Weakness Case Acquisition and Iterative Preference Training,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_f80745b53ab5,work_e494c76247a9,Tolerance Principle and Small Language Model Learning,2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_7da1e9cdc2b5,work_50f84489a593,Focus on What Matters: Enhancing Medical Vision-Language Models with Automatic Attention Alignment Tuning,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_e095c50bf97d,work_92f0515612b9,D e MPT : Decoding-enhanced Multi-phase Prompt Tuning for Making LLM s Be Better Context-aware Translators,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_7f3abef7b897,work_27cbb4f58195,AD - KD : Attribution-Driven Knowledge Distillation for Language Model Compression,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_1964c57ecbbd,work_60014f1a02c1,AD-KD: Attribution-Driven Knowledge Distillation for Language Model Compression,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_4d5855f41130,work_aebb41abae1b,ReST meets ReAct: Self-Improvement for Multi-Step Reasoning LLM Agent,2023,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_223752b551ce,work_61b1d41f693a,Exploiting LLM Quantization,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_ae4888e3406b,work_2bb9b84362d7,E asy Q uant: An Efficient Data-free Quantization Algorithm for LLM s,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_f9caefa94ced,work_ae58a405a87d,EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_7f8c4e74007b,work_ffa46f56b258,Efficient Continual Pre-training of LLM s for Low-resource Languages,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_5b351055c367,work_3849aeca3d53,Exploiting LLM Quantization,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_a9eab94b5f0f,work_b68d2a8759f8,Bringing Up a Bilingual BabyLM: Investigating Multilingual Language Acquisition Using Small-Scale Models,2026,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_3544cd3d9688,work_0e9c1840a862,DACIP - RC : Domain Adaptive Continual Instruction Pre-Training via Reading Comprehension on Business Conversations,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_f3bf88fbe56f,work_6937f65d2f54,Parrot: Enhancing Multi-Turn Instruction Following for Large Language Models,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_cb09b52cc5a7,work_d6eae8dc7b1f,UEGP : Unified Expert-Guided Pre-training for Knowledge Rekindle,2024,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_5318137ee511,work_f2e16befc453,DeLLiriuM: A large language model for delirium prediction in the ICU using structured EHR,2024,domain_specialization,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6a0b17b14a95,work_3329551bdc07,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_c3c535647308,work_42d0b3a01679,Exploring Alignment in Shared Cross-lingual Spaces,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_9935ac9347b1,work_c5fbc486cbff,Improving Retrospective Language Agents via Joint Policy Gradient Optimization,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_634c3376eaf4,work_a14a7b6e9a98,P rune V id: Visual Token Pruning for Efficient Video Large Language Models,2025,deployment_system,2,code_or_scripts_or_recipe,0,0,1,0,0,0,1,0
tcpaper_d670ed767b3c,work_81af9a237dd6,Walia- LLM : Enhancing A mharic- LL a MA by Integrating Task-Specific and Generative Datasets,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_6489c655ae90,work_85a89132fd70,Tx-LLM: A Large Language Model for Therapeutics,2024,domain_specialization,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_09a2c159f1ee,work_0078b3fc884e,"Minimal Ranks, Maximum Confidence: Parameter-efficient Uncertainty Quantification for L o RA",2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_d8757a150fe9,work_19c8cfa6ade2,The economic trade-offs of large language models: A case study,2023,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_399606ef8ab6,work_8a31226e0096,Language Models are Alignable Decision-Makers: Dataset and Application to the Medical Triage Domain,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_d3ff74bbb88f,work_421695adab1a,BLESS : Benchmarking Large Language Models on Sentence Simplification,2023,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_cfd3db71fd33,work_f2062a94e115,Discovering Sparsity Allocation for Layer-wise Pruning of Large Language Models,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_0beb38b04faf,work_95763aba23c6,LoSparse: Structured Compression of Large Language Models based on Low-Rank and Sparse Approximation,2023,distillation_compression,3,model_checkpoint_or_adapter,1,1,1,1,0,0,1,0
tcpaper_f89f626352e8,work_70e793538809,Foundational Autoraters: Taming Large Language Models for Better Automatic Evaluation,2024,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_c5d6b164a815,work_fd728de8943d,Pruning Weights but Not Truth: Safeguarding Truthfulness While Pruning LLM s,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_c007c4deacce,work_780afab6a79a,Unlocking the Planning Capabilities of Large Language Models with Maximum Diversity Fine-tuning,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_f4a2e0ec0cb7,work_4135d596e292,Privacy Evaluation Benchmarks for NLP Models,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_8f8c589ffde7,work_136a7b0fd599,S yllo B io- NLI : Evaluating Large Language Models on Biomedical Syllogistic Reasoning,2025,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_d783515c68d2,work_39782b83f495,Can linguists better understand DNA?,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_9ac485697c12,work_6d57993b7d1a,Table- LLM -Specialist: Language Model Specialists for Tables using Iterative Fine-tuning,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_fbef3bdf5088,work_16b4a5459b99,Tuning Large Multimodal Models for Videos using Reinforcement Learning from AI Feedback,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_a92806a2cc44,work_73d3a17052e7,XL -Suite: Cross-Lingual Synthetic Training and Evaluation Data for Open-Ended Generation,2025,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_3062f34ca5d2,work_1252b96823a0,Unlocking Legal Knowledge: A Multilingual Dataset for Judicial Summarization in S witzerland,2025,evaluation_analysis,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_fe6f8c1ed578,work_60127d21e3e7,𝒜 3 : Automatic Alignment Framework for Attributed Text Generation,2025,training_method,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_e16160ff462f,work_8b19bf779f4e,Fake Alignment: Are LLM s Really Aligned Well?,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_cffd2c2058e5,work_9966b7583d34,CANDLE : Iterative Conceptualization and Instantiation Distillation from Large Language Models for Commonsense Reasoning,2024,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_ec7f2f76e4e8,work_7d9988b4ac28,A Novel Two-step Fine-tuning Framework for Transfer Learning in Low-Resource Neural Machine Translation,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_1dd0a6678a0c,work_2273e9a99412,Revisiting Instruction Fine-tuned Model Evaluation to Guide Industrial Applications,2023,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_291e9e529842,work_5582aa45f758,SODA : Million-scale Dialogue Distillation with Social Commonsense Contextualization,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_d8bb3e8a5499,work_543069a954a4,Leveraging the Cross-Domain & Cross-Linguistic Corpus for Low Resource NMT : A Case Study On B hili- H indi- E nglish Parallel Corpus,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_d93a79cf120c,work_f992fa7a534c,Improving generalization in large langue model by learning prefix subspaces,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_32c2f9839708,work_8d2d7e597fa7,"SMART SLM: Structured Memory and Reasoning Transformer, A Small Language Model for Accurate Document Assistance",2025,architecture,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6f56928e33d9,work_fdc627bfa3fc,Extrapolating Multilingual Understanding Models as Multilingual Generators,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_ce42ce88bfb4,work_b6aa649535ab,PLAN - TUNING : Post-Training Language Models to Learn Step-by-Step Planning for Complex Problem Solving,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_dcd52a23f050,work_dd1dc84b3bc6,An Orthogonal High-Rank Adaptation for Large Language Models,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_8a5b37be1173,work_8aaf8eae8b26,TransliCo: A Contrastive Learning Framework to Address the Script Barrier in Multilingual Pretrained Language Models,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_121d956a31b9,work_0fd78ca81536,P 2 Law: Scaling Law for Post-Training After Model Pruning,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_eae63561eeda,work_8e02a20163b8,T ransli C o: A Contrastive Learning Framework to Address the Script Barrier in Multilingual Pretrained Language Models,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_977beee9b8a5,work_076aa89c03e9,Monotropic Artificial Intelligence: Toward a Cognitive Taxonomy of Domain-Specialized Language Models,2026,architecture,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_ebb5ab50b623,work_7ecaf914d67a,Neuron-Level Differentiation of Memorization and Generalization in Large Language Models,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_49c89174ff80,work_a6da33e8a467,Memorization Dynamics in Knowledge Distillation for Language Models,2026,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_92857fcc3031,work_d6cf06c49cab,Introducing cosmosGPT: Monolingual Training for Turkish Language Models,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_26cf251a3288,work_7675bb276afc,Pushing the Limits of Large Language Model Quantization via the Linearity Theorem,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_2444f927f1fd,work_11e25f330393,Norm Tweaking: High-Performance Low-Bit Quantization of Large Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6d3f6b725399,work_3800fe7530c4,"“Yes, My L o RD .” Guiding Language Model Extraction with Locality Reinforced Distillation",2025,distillation_compression,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_66939067d080,work_c21c805e2d57,SVD-LLM: Truncation-aware Singular Value Decomposition for Large Language Model Compression,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_a880a14df8da,work_d9b798780e26,Compensate Quantization Errors: Make Weights Hierarchical to Compensate Each Other,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_0fc581d83cc6,work_c00dedcba9e7,Compensate Quantization Errors: Make Weights Hierarchical to Compensate Each Other,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_cbd1021511af,work_b4999dddf237,MOFReasoner: think like a scientist—a reasoning large language model <i>via</i> knowledge distillation,2026,peft_adapter,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_98f780ab51c8,work_991dfb31771e,TeachingCoach: A Fine-Tuned Scaffolding Chatbot for Instructional Guidance to Instructors,2026,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_1cd8c9366697,work_42c3a21eeda6,MetaIE: Distilling a Meta Model from LLM for All Kinds of Information Extraction Tasks,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_45c6d1542236,work_37907f3bd209,FeynTune: Large Language Models for High-Energy Theory,2025,peft_adapter,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_dcc40ea12f83,work_3e32d06cd5b1,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,2024,architecture,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_d0bce4692ac4,work_b528393ee252,RDR ec: Rationale Distillation for LLM -based Recommendation,2024,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_0c3607323cb7,work_e973dcd7987c,MLorc: Momentum Low-rank Compression for Memory Efficient Large Language Model Adaptation,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_59c03e357289,work_d3e6d462eda8,Improving Neutral Point-of-View Generation with Data- and Parameter-Efficient RL,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_8c06cbac4436,work_bc6e7f9f05ed,LLM -Blender: Ensembling Large Language Models with Pairwise Ranking and Generative Fusion,2023,deployment_system,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_64fca0f0fee1,work_bf34fd812dec,L og R ules: Enhancing Log Analysis Capability of Large Language Models through Rules,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6b4427f3bc65,work_cce77537468f,How Much Do Encoder Models Know About Word Senses?,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_f9ff96b53e22,work_a04bb66bf0cf,Towards Tracing Trustworthiness Dynamics: Revisiting Pre-training Period of Large Language Models,2024,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_153f86bd9059,work_86b65f1d4335,Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation,2023,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_c0e9b2e52aa4,work_fbf843c2d1e8,BayLing: Bridging Cross-lingual Alignment and Instruction Following through Interactive Translation for Large Language Models,2023,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_d1bc19bacb2c,work_7e60f1a233fb,From Benchmark to Better Embeddings: Leveraging Synonym Substitution to Enhance Multimodal Models in U krainian,2025,domain_specialization,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_f418cb69d526,work_4001b118b41f,Can Machine Unlearning Reduce Social Bias in Language Models?,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_a32d203082d2,work_f1430038599e,Large Language Models as Foundations for Next-Gen Dense Retrieval: A Comprehensive Empirical Assessment,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_13f6d5d124a6,work_5a82616cfeca,GUIDEX : Guided Synthetic Data Generation for Zero-Shot Information Extraction,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_a254eac4fb4a,work_8d4a6f5a8f67,Aya Model: An Instruction Finetuned Open-Access Multilingual Language Model,2024,domain_specialization,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_da37d76e45a7,work_682d1ed13bf1,"K az MMLU : Evaluating Language Models on K azakh, R ussian, and Regional Knowledge of K azakhstan",2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_b6e9576f0377,work_58d66702ce3a,T hink G uard: Deliberative Slow Thinking Leads to Cautious Guardrails,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_60db6ffe5908,work_565205ae054b,FIT BUT at SemEval-2023 Task 12: Sentiment Without Borders - Multilingual Domain Adaptation for Low-Resource Sentiment Classification,2023,domain_specialization,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_b80032018e3f,work_9b120faf2e9a,MPO : Multilingual Safety Alignment via Reward Gap Optimization,2025,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_5c781370492b,work_1adb0abe06bb,𝛿-Stance: A Large-Scale Real World Dataset of Stances in Legal Argumentation,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_8cfeaf9460f0,work_083529d40e10,Shapley Head Pruning: Identifying and Removing Interference in Multilingual Transformers,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_4fe7a578e030,work_05c19befe9b2,BERTastic at SemEval-2023 Task 3: Fine-Tuning Pretrained Multilingual Transformers Does Order Matter?,2023,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_7e4f0bfc2261,work_813b8b5bf7b2,Evidence-Focused Fact Summarization for Knowledge-Augmented Zero-Shot Question Answering,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_61865d17170f,work_7b9a92a0a28f,Fine-Tuning Large Language Models to Translate: Will a Touch of Noisy Data in Misaligned Languages Suffice?,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_05f2d03583b1,work_e6987c66ed42,AA-SVD : Anchored and Adaptive SVD for Large Language Model Compression,2026,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_21e82953c0d4,work_e6b65fd6a307,Probing the Emergence of Cross-lingual Alignment during LLM Training,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_1d8ee4ccc216,work_7a5045e76d64,ACLM : A Selective-Denoising based Generative Data Augmentation Approach for Low-Resource Complex NER,2023,training_method,3,model_checkpoint_or_adapter,1,1,1,1,1,0,1,0
tcpaper_d3056f9edf03,work_7d21ef303d93,LLM s Can Achieve High-quality Simultaneous Machine Translation as Efficiently as Offline,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_02d59197f932,work_1fb76058b3b6,Entailment as Robust Self-Learner,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_16d8c9469cca,work_f77d2a4cde32,Synergistic Weak-Strong Collaboration by Aligning Preferences,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_4a149388f291,work_5621bf4249ac,FOFO : A Benchmark to Evaluate LLM s’ Format-Following Capability,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_f982c19fe441,work_ec253eb21543,REST ful-Llama: Connecting User Queries to REST ful API s,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_e4bea2acd72d,work_60db868846cf,Shifting Attention to Relevance: Towards the Predictive Uncertainty Quantification of Free-Form Large Language Models,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_3a7ba3363e5d,work_477db2995d73,Modular and On-demand Bias Mitigation with Attribute-Removal Subnetworks,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_275acce71b15,work_12cbd45bc86c,VLSB ench: Unveiling Visual Leakage in Multimodal Safety,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_3c171109f766,work_721ed6549ce4,PATIMT -Bench: A Multi-Scenario Benchmark for Position-Aware Text Image Machine Translation in Large Vision-Language Models,2025,evaluation_analysis,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
tcpaper_a0427f4909d7,work_688fa9d6b16e,Propagating Knowledge Updates to LMs Through Distillation,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_e5bdb2e34112,work_ca93cdf7ccbb,NASH : A Simple Unified Framework of Structured Pruning for Accelerating Encoder-Decoder Language Models,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_a24fff29b39d,work_e83a0e8d684a,NASH: A Simple Unified Framework of Structured Pruning for Accelerating Encoder-Decoder Language Models,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_15cf8bbc42df,work_6714e3de1cbd,In What Languages are Generative Language Models the Most Formal? Analyzing Formality Distribution across Languages,2023,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_2861038a6c6c,work_1a40a61e10bf,On Pruning State-Space LLM s,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_bb293ee6839c,work_4e2d39bcd740,SLIDE : A Framework Integrating Small and Large Language Models for Open-Domain Dialogues Evaluation,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_c7a4f660629c,work_64eaf2afd614,Trojsten Benchmark: Evaluating LLM Problem-Solving in S lovak STEM Competition Problems,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_231c0c56e9da,work_33e2713bf79c,AlignDistil: Token-Level Language Model Alignment as Adaptive Policy Distillation,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_10c15032efdf,work_802c4dc83943,PsychiatryBench: A Multi-Task Benchmark for LLMs in Psychiatry,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_d7b5b82c3890,work_53d0502b5278,Emulated Disalignment: Safety Alignment for Large Language Models May Backfire!,2024,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_fac2534d68e1,work_20e690cec8b2,SQATIN : Supervised Instruction Tuning Meets Question Answering for Improved Dialogue NLU,2024,peft_adapter,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_6cd4585e5b86,work_0c8e388edd0f,Meta-Tool: Unleash Open-World Function Calling Capabilities of General-Purpose Large Language Models,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_ececce7d963c,work_08bf25966094,Self-Steering Optimization: Autonomous Preference Optimization for Large Language Models,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6849f18ef8e3,work_4a743a76b63d,Exploiting Asymmetry for Synthetic Training Data Generation: S ynth IE and the Case of Information Extraction,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_8c85a3647079,work_767cf55b46cf,TUBA : Cross-Lingual Transferability of Backdoor Attacks in LLM s with Instruction Tuning,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_29a463efb364,work_da0a19b5b476,Pedagogical Alignment of Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_7a7bfda17b4f,work_9fee1fce22c4,The Role of Outgoing Connection Heterogeneity in Feedforward Layers of Large Language Models,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_68fca7420856,work_cf060420bd59,HyTra: Hyperclass Transformer for WiFi Fingerprinting-based Indoor Localization,2024,architecture,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_700f76f66896,work_1a1303e5bb64,Fine-Tuning or Retrieval? Comparing Knowledge Injection in LLM s,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_a2c9f7311dba,work_20dad7ece5e9,HARE : an entity and relation centric evaluation framework for histopathology reports,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_22ebead31924,work_8c1f3b212bf6,Data Pruning for Efficient Model Pruning in Neural Machine Translation,2023,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_9c47b9825351,work_f6b6fd62e5bc,Scientific Large Language Models: A Survey on Biological &amp; Chemical Domains,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_322768471dd1,work_9aa2d49e513b,M ulti L egal P ile: A 689 GB Multilingual Legal Corpus,2024,domain_specialization,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_acad17d81d31,work_2fd388ef3f2a,Self-chats from Large Language Models Make Small Emotional Support Chatbot Better,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_0c43cf87898d,work_fa67942fb1f7,SparQ Attention: Bandwidth-Efficient LLM Inference,2023,deployment_system,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_c8e959e71d8a,work_6c155c8453db,PL a D : Preference-based Large Language Model Distillation with Pseudo-Preference Pairs,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
